"38","プログラミング教室","開発アプリ","検討事項","Sample","2018-10-22","HTMLエディターとSVG画像エディターの検討","　2018.10.22　現在　C:xampp2中のwordpressにTinymce Advanced及びSVG画像エディターVectrを組み込ん　　　　　　　　　　でいるが、ここにMyDB_Appを組み込むための方向性及び具体化を検討&lt;br&gt;検討内容&lt;br&gt;・検討中のMyDB_AppをWordpressに組み込むことを前提&lt;br&gt;・?DB登録データの編集用のエディターとしてwordpress組込み(プラグイン）のTinymce/Tinymceadvancedを&lt;br&gt;　　考えるが、DBデータ編集用のページを専用の別ページとしてTinymceを開きたい&lt;br&gt;・?Tinymce中にSVGエディターのVectrをプラグインとしてテスト検討中だが、最終的には&lt;br&gt;　　TinymceのXMLデータ上に透明なSVG画像編集用のSVGエディターとして提供可能なプラグインとしたい。&lt;br&gt;&lt;br&gt;Tryal2018.10.22　通常のhtmldocにSVGscriptを含めてhtml領域とsvg領域を重ねることを試みるも&lt;br&gt;　　　　　重ねることができず。&lt;br&gt;　　　　　Sample:SVGgraphic中のplus_svg_index65d.html、z_ind_index.htmlなど"
"39","個人事業","ツール","手書きサポート","","2018-10-22","手書きをサポートするWebアプリ","関連１：Office で図形やテキストを手描き入力する&lt;br&gt;関連４：Windows 10の「メール」アプリでインク機能がサポート ～手書きでメモや注釈が可能&lt;br&gt;&lt;br&gt;関連２：無料なのに高機能！デザイナーに選ばれている画像編集ソフト8選&lt;br&gt;　　　　・手書きイラストなら「MyPaint」オープンソースで開発されている高機能ペイントツール。&lt;br&gt;　　　　　鉛筆、クレヨン、乾いたブラシ、ペン、絵筆、マーカー、エアブラシ、水彩筆、&lt;br&gt;　　　　　油彩筆等標準で百種類以上ものブラシを備えており、手書きイラストを作成しやすい。&lt;br&gt;&lt;br&gt;関連５：Web上で使えるSVGエディタまとめ&lt;br&gt;&lt;br&gt;関連３：Webアプリケーション&times;24選"
"41","プログラミング教室","開発アプリ","SVG","Sample","2018-10-21","描画済のSVG画像の保存、読み込と再描画の方法","関連１：外部SVGファイルを非同期で読み込み、インラインのSVGスプライトとして利用する　　　　2018.10.22　これにて描画SVGの保存方法及び読み込みと再描画の確認OK&lt;br&gt;　　　　Sample?説明冒頭のinlineSVGの作り方（php includeでもOKを確認）&lt;br&gt;　　　　htdocs/SVGgraphic中　外部svgファイル:example.svg　　再描画php:SVG_from_svgfile_01.php&lt;br&gt;　　　　　?説明中頃の外部SVGの直接&lt;use xlink:href=&quot;./example01.svg#example&quot;/&gt;の方法&lt;br&gt;　　　　　　　外部svgファイル:example01.svg　　再描画php:SVG_from_svgfile_01.html　も確認OK&lt;br&gt;　　　　　　　（但し、ブラウザはedgeのみOK)&lt;br&gt;　　　　　?説明最終部分のAjax非同期読み込みの部分については未確認&lt;br&gt;&lt;br&gt;関連６：SVGをillustratorで書き出して表示する方法&lt;br&gt;　　　　（書き出すフォーマットが分かり&rarr;読みだして再描画も分かりそう）&lt;br&gt;　　　　　書き出した描画データはHTMLelementのSVGタグの中に書き出されている。&lt;br&gt;&lt;br&gt;&lt;br&gt;関連３：html5で生成したSVGデータをSVG形式で保存したい（Teratile)&lt;br&gt;&lt;br&gt;関連２：HTML5のInline SVGをJavaScriptで操作"
"42","プログラミング教室","開発アプリ","SVG","Sample","2018-10-19","手書きで図形描画　テストOK","関連２：HTML5のインラインSVGとjQueryでお絵描き（最もピッタリの例題）　　　　Sample例題　htdocs/SVGgraphic中の　SVG_Dragline_test01＿OK.html&lt;br&gt;&lt;br&gt;関連５：SVGをもっと使いこなすために知っておきたい、HTML DOMとSVG座標の相互変換&lt;br&gt;　　　　2018.10.19　Sample例題OK　htdocs/SVGgraphic中の&lt;br&gt;　　　　　　　SVG_operate_01_OK.html　と　SVG_operate_02_OK.html&lt;br&gt;&lt;br&gt;関連３：jQueryでプラグインを使わずに、マウス位置によるスクロールアニメーションを実装してみる&lt;br&gt;　　　　（コード付き）&lt;br&gt;　　　　2018.10.19　Sample例題OK　htdocs/SVGgraphic中の　SVG_mousetest01_OK.html　&lt;br&gt;&lt;br&gt;関連６：W3C recommendation（SVGに関する部分：日本語）&lt;br&gt;&lt;br&gt;&lt;br&gt;関連１：canvas を使ってお絵かきツールを作る方法と仕組&lt;br&gt;&lt;br&gt;関連４：Canvas始めました &ndash; マウスアクション(click)を使う最初の一歩"
"43","プログラミング教室","開発アプリ","codepen","","2018-10-19","codepenでウェブ開発（Webページ埋め込みTool）","関連１：codepenでウェブ開発入門&lt;br&gt;関連４：【2017年版】&rdquo;CodePen&rdquo;の使い方＆登録方法！WordPressに貼り付け方も紹介！&lt;br&gt;&lt;br&gt;関連２：実はスゴイ「CodePen」の隠れた必殺機能の使い方をまとめてみた！"
"44","プログラミング教室","開発アプリ","SVG","","2018-10-19","SVGグラフィック描画","関連３：SVG / VML技術に基づいた、直感的なAPIを備えた軽量のJavaScriptグラフィックスライブラリです。　　　　2018.10.19　サンプルCode確認　htdocs/SVGgraphic　の　SVG_test_00_OK.html、&lt;br&gt;　　　　SVG_test_01_OK.html、SVG_test_02_OK.html、SVG_test_03_OK.htmlまでは確認&lt;br&gt;　　　　但し、SVG_test_04.htmlについてはマウスの動きに対する部分は中途（未確認）&lt;br&gt;&lt;br&gt;関連６：GraphicsJS JavaScript描画ライブラリ（APIリファレンスの別のページにある）&lt;br&gt;&lt;br&gt;&lt;br&gt;関連１：SVGを使った、軽量で強力なグラフィック描画ライブラリー「GraphicsJS」が登場。&lt;br&gt;　　　　シンプルなゲームを例に、基本的な使い方を開発者自らが解説します。&lt;br&gt;&lt;br&gt;関連４：SVGをcss/jsで操作するときに知っておきたいこと&lt;br&gt;&lt;br&gt;関連２：JavaScriptによるSVG描画 &ndash; Raphael（入門編）&lt;br&gt;&lt;br&gt;関連５：HTML5での描画を実現するSVGとCanvasを改めて比較する"
"45","プログラミング教室","Wordpress","カスタマイズ","PHP","2018-10-19","Wordpress管理画面（ダッシュボード）のカスタマイズ","関連１：WordPress：管理画面周りのカスタマイズや便利プラグインのリンク集&lt;br&gt;関連４：WordPress 管理画面のカスタマイズ まとめ"
"46","プログラミング教室","Web開発","WebStorage","","2018-10-18","Web Storage(local storage,session storgage)","関連１：【HTML5】Web Storageを掘り下げてみよう----local storage,session storgageかなり詳しい　　　　　2018.10.19Sampleのテストを実施しOKを確認&lt;br&gt;　　　　　Localhost/Storgage/　のstorage_get_test_01_OK.html　と　storage_get_test_02_OK.html&lt;br&gt;&lt;br&gt;配列的な変数をStorageに保存する方法&lt;br&gt;関連２：localStorageで複数のデータを保存する&lt;br&gt;&lt;br&gt;関連５：配列をStorageに保存する－JavaScript入門（HTML5編）&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;関連４：ブラウザでストレージ？ Web Storageを使いこなそう&lt;br&gt;&lt;br&gt;関連３：ブラウザにデータを保存するlocalStorage（ローカルストレージ）の使い方&lt;br&gt;&lt;br&gt;関連６：WebStorageで1回目のアクセス時のみモーダルを表示する&lt;br&gt;&lt;br&gt;//初回か否かの判定にsessionstorageを使う方法&lt;br&gt;let key = &#039;access_count&#039;;&lt;br&gt;if(!window.sessionStorage.getItem(key)){&lt;br&gt;    // &lt;= セットされてなければnullなのでこのブロックに入る。&lt;br&gt;    // 初回なのでsessionStorageに値を格納&lt;br&gt;    window.sessionStorage.setItem(key, 1);&lt;br&gt;    // そのほか必要な処理&lt;br&gt;}else{&lt;br&gt;    // 初回以外の処理&lt;br&gt;}&lt;br&gt;&lt;br&gt;SessionStorageからデータを削除する&lt;br&gt;// データの削除&lt;br&gt;sessionStorage.removeItem(&#039;access_count&#039;);&lt;br&gt;window.sessionStorage.removeItem(&#039;access_count&#039;);&lt;br&gt;&lt;br&gt;SessionStorageの初期化&lt;br&gt;// データを削除&lt;br&gt;sessionStorage.clear();&lt;br&gt;window.sessionStorage.clear();"
"47","プログラミング教室","Web開発","$_COOKIE","","2018-10-18","Web開発と履歴($_SESSIONと$_COOKIE)の使い方","関連１：クライアントにデータを保存する&lt;br&gt;関連４：WebAPIについての説明&lt;br&gt;&lt;br&gt;関連２：スーパーグローバル変数&lt;br&gt;&lt;br&gt;関連５：【PHP入門】徹底解説！PHPでセッションを使う方法～基本から応用まで&lt;br&gt;&lt;br&gt;関連３：$_SESSIONと$_COOKIEの使い方&lt;br&gt;&lt;br&gt;関連６：【WebStorage】LocalStorageとSessionStorageの使い方"
"48","プログラミング教室","Web開発","Nodejs","","2018-10-16","Nodejsについて","関連１：初心者向け！3分で理解するNode.jsとは何か?&lt;br&gt;関連４：Node.js&reg; とは#（Nodejs委員会）&lt;br&gt;&lt;br&gt;関連２：【入門編】Node.JSとは|4つの特徴とおすすめ教材6選"
"49","プログラミング教室","Web開発","server&amp;client","","2018-10-16","サーバーかクライアントか","関連１：Tomcatを使う「JSPプログラミング」（1）：JSPの特徴を理解する&lt;br&gt;関連４：仮想化、マッシュアップ&hellip;パソコンへの要求はまだ増える&lt;br&gt;&lt;br&gt;関連２：基礎から学ぶサーブレット／JSP（1）：サーブレット／JSPの役割を理解する (1/4)&lt;br&gt;&lt;br&gt;関連５：Java技術によるWebアプリケーション開発入門（１～８）"
"50","プログラミング教室","Web開発","My_DB仕様","","2018-10-12","wordpress My_DBプロジェクト（３）","関連４：PHPでフォームからデータを受け取る方法（GETとPOST）　　　　isset($_POST（？？？？））を見るタイミングとの関連でフォーム全体か&lt;br&gt;　　　　送信などのボタンに関連しているinputタグ内の物のみか。&lt;br&gt;　　　　サンプル：App_html中のSimple_post_test01.php、Post_test_new.php、&lt;br&gt;　　　　　　　　　DBアプリに近い形ではMyDB_show_echo_comp_POST.php（Javascript定義後）などで&lt;br&gt;　　　　　　　　　formタグで囲まれた範囲内のinputデータは&lt;input type=&quot;submit&quot;&gt;操作でキャッチ&lt;br&gt;　　　　　　　　　できることを確認した。&lt;br&gt;　　　　また、上記操作をソフト的に可能なことは関連２で可能な模様&lt;br&gt;　結論：?formタグ中の&lt;input type=&quot;submit&quot; style=&quot;display:none&quot;&gt;として送信のIconを消す。&lt;br&gt;　　　　?ナビメニューで　&lt;li id=&quot;menu02&quot;&gt;&lt;a href=&quot;!#&quot; onclick=&quot;$(&#039;form&#039;).submit()&quot;&gt;&lt;br&gt;　　　　　　抽出&lt;/a&gt;&lt;/li&gt;とすることでメニュー上のボタンでinput submitを発行でき、&lt;br&gt;　　　　　　inputデータをPOSTすることが出来た。&lt;br&gt;&lt;br&gt;関連１：aタグの意味と使い方&lt;br&gt;　　　　href=&quot;外部URL&quot;が普通だが、href&quot;#ABC&quot;とすると内部のid=ABCに移動する。&lt;br&gt;　　　　Href=&quot;#&quot; はページTopに移動。　Href=&quot;#!&quot; はどこにも移動出来ない。&lt;br&gt;&lt;br&gt;関連２：JavaScriptのsubmitイベントで、フォーム送信をコントロールしよう&lt;br&gt;関連５：【jQuery入門】submitの送信処理、action ・ボタン操作まとめ！&lt;br&gt;&lt;body&gt;&lt;br&gt;&lt;form&gt;&lt;br&gt;    &lt;input type=&quot;text&quot;&gt;&lt;br&gt;    &lt;input type=&quot;submit&quot; value=&quot;送信&quot;&gt;&lt;br&gt;&lt;/form&gt; &lt;br&gt;&lt;script&gt;　　　　　　　　　　　　　　　　　　//form submitを実行するscript&lt;br&gt;$(&#039;form&#039;).submit(function() {&lt;br&gt;    console.log(&#039;送信しました！&#039;);&lt;br&gt;});&lt;br&gt;$(&#039;button&#039;).click(function() {　　　　　　　//form submitを他のボタンに任せる&lt;br&gt;    $(&#039;form&#039;).submit();&lt;br&gt;});&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;　　　　"
"51","プログラミング教室","Web開発","言語リファレンス","","2018-10-08","Web系言語のリファレンスカード","関連１．PHP言語のリファレンス関連４：PHP関数リファレンス&lt;br&gt;&lt;br&gt;&lt;br&gt;関連２：HTMLリファレンス&lt;br&gt;&lt;br&gt;関連５：CSSリファレンス&lt;br&gt;&lt;br&gt;関連３：Javascriptリファレンス"
"52","プログラミング教室","Web開発","server&amp;client","","2018-10-06","ブラウザ開発ツールによるデバッグ","関連１：Chrome DevToolsを使いこなそう！ Web開発に必須なブラウザ開発ツールによるデバッグの基本"
"53","プログラミング教室","Web開発","My_DB仕様","","2018-10-06","PHPとJavascript間での変数の渡し","関連１：PHPからJavaScriptへの変数渡し　　　　Sample:htdocs/Javas_Samp/Lang_Basic/Var_Php_To_Ja_simp01.php（含むphp配列からJs配列）&lt;br&gt;　　　　　　含む関連５：PHPからJavaScriptに配列を渡す（JSON経由）&lt;br&gt;　　　　　　　:Ja_write_01.html　はJavascriptからの出力document.write()の例&lt;br&gt;&lt;br&gt;関連４：CakePHP3 + jsで連動するセレクトボックスをつくる&lt;br&gt;　　　　注：記事Sample上で  &lt;?= $this-&gt;Html-&gt;script([&#039;selectbox&#039;]) ?&gt; の不明部分があり&lt;br&gt;　　　　未だ解明できず。（いずれ要再検討）&lt;br&gt;&lt;br&gt;関連５：PHPからJavaScriptに配列を渡す－－－－関連１のSampleで確認済み&lt;br&gt;&lt;br&gt;関連３：PHPからJavaScriptに変数を渡す方法、JavaScriptからPHPに変数を渡す方法&lt;br&gt;　　　　後半のJavascriptからPHPへの変数渡しをWordpressを経由しての例題は&lt;br&gt;　　　　近いうちにトレース必要&lt;br&gt;&lt;br&gt;関連６：[PHP, JS]jQueryのAjaxによるPHP、Javascript間の送受信(JSON)&lt;br&gt;　　　　Sample:htdocs/Javas_Samp/Php_Js_Samp/Ajax_Jq_simp01.html　&hArr;　Jq_simp01.php　確認済&lt;br&gt;&lt;br&gt;　　　　参考：所有書籍（Javascript　Web開発　chap10のAjax例題）&lt;br&gt;　　　　Sample:htdocs/Javas_Samp/Php_Js_Samp/Ajax_simple_01.html　&hArr;　simple_01.php　確認済"
"54","プログラミング教室","Web開発","My_DB仕様","","2018-09-30","wordpress My_DBプロジェクト（２）","?DB_handlingのUI（HTML)を検討　C:xampphtdocsWP_APPApp_html 中にindex.htmlを準備　＊テーブルにスクロールバーを付ける　&lt;br&gt;　　関連１：＜テーブル＞　　*　 テーブル・セルにスクロールバーをつける　*　でOK&lt;br&gt;　＊MySQLからqueryしたdataをテーブルとし、php化した場合に問題発生　&rarr;　cssが機能していない&lt;br&gt;　　&rarr;CSSファイルを絶対パスとして設定することで解決。&lt;br&gt;　　&rarr;CSSファイルの相対パス指定方法も理解したが、htmlとphpでは違う。（ディベロッパーツールで確認）&lt;br&gt;　　&rarr;また、&lt;script src=&quot;https://ajax.googl・・・　の指定順番によりエラー発生ともなるので要注意&lt;br&gt;　＊MySQL　queryのDataテーブルに入力項目（選択可能な削除など）を付加して出力する方法&lt;br&gt;　　参考　関連２：PHPでデータの更新・削除画面を作るには  --------この方法で付加OK&lt;br&gt;　　また、関連５：PHPで文字列をHTMLに出力するいくつかの方法　　　にある方法でＯＫ&lt;br&gt;　　　localhost/APP/App_html/MyDB_show_echo_OK　及び&lt;br&gt;　　　localhost/APP/App_html/MyDB_show_here_OK　にて確認済み。&lt;br&gt;　＊関連３：PHP 配列関数（要素の追加･削除･取出・埋め、重複削除）&lt;br&gt;&lt;br&gt;今後の課題&lt;br&gt;?theme.bunrui1,bunrui2,bunrui3をドロップダウンリストとして選択しを&lt;br&gt;　Data_Baseレコードの追加・変更・削除によって動的に変化させる方法及び選択肢がない場合は&lt;br&gt;　そのフィールドに書き込むことが可能なようにする方法の確立&lt;br&gt;&lt;br&gt;?ドロップダウンリストで選択された項目に対してのSelect文（Query)を生成する方法の確立&lt;br&gt;&lt;br&gt;?レコードの追加、変更、削除の入力フォームと処理プログラムの作成&lt;br&gt;　及びQuery画面及びQueryリスト出力のプログラム作成&lt;br&gt;&lt;br&gt;?関連１：＜テーブル＞　　*　 テーブル・セルにスクロールバーをつける　*　&lt;br&gt;　関連４：[jQuery UI] MySQL から取得したデータをドラッグで並び替える"
"55","プログラミング教室","Web開発","My_DB仕様","コンボボックス","2018-09-28","コンボボックス（２）関連５．６：採用","関連６：[JavaScript]セレクトボックスの選択肢を連動させる（選択肢の数も変更可能）　　　　注：最終的に掲載のJSソースをCopyして採用　　　&lt;br&gt;&lt;br&gt;関連２：jQuery EasyUI のコンボボックス(ComboBox)を使う&lt;br&gt;　　　　入力が可能で選択肢の増減も可能　&rarr;　後はスライダー付きに出来るか。&lt;br&gt;　　　　&rarr;項目を増やして確認すると規定の大きさを超えるとスライダーが現れたのでこれでOK&lt;br&gt;　　　　varCombo03.html としてデモ版導入済&lt;br&gt;関連３：JavaScriptとCSSでカレンダーのドロップダウンリスト（スクロールバー付）を実装する&lt;br&gt;&lt;br&gt;関連５：セレクトボックスに項目の追加、削除（今回はこの方法を採用する）&lt;br&gt;　　// すべてのアイテムを削除&lt;br&gt;　　var selectBox = document.myForm.sampleSelect;&lt;br&gt;　　for (var i=selectBox.options.length; i&gt;0; i--) {&lt;br&gt;　　  selectBox.options[i-1] = null;&lt;br&gt;　　}&lt;br&gt;　　// 配列の内容をアイテムに追加&lt;br&gt;　　var items     = new Array(&quot;い&quot;, &quot;ろ&quot;, &quot;は&quot;, &quot;に&quot;, &quot;ほ&quot;, &quot;へ&quot;, &quot;と&quot;);&lt;br&gt;　　var selectBox = document.myForm.sampleSelect;&lt;br&gt;　　var itmIndex  = selectBox.options.length - 1;&lt;br&gt;　　for (var i=0; i&lt;items.length; i++) {&lt;br&gt;　　  itmIndex++;&lt;br&gt;　　  selectBox.options[itmIndex] = new Option(items[i], itmIndex);//new Option(label,value)&lt;br&gt;　　}&lt;br&gt;関連１：【Ext JS】入力可能なコンボボックスの作成&lt;br&gt;&lt;br&gt;関連４：テキスト入力・メニュー選択どちらもできるdatalist要素を使ったフォームの作り方"
"56","プログラミング教室","Web開発","My_DB仕様","","2018-09-27","wordpress My_DBプロジェクト（１）","?Data_baseとTable　・Data_BaseはWordpressで使用するものを採用＝今回はc:￥xamppのMySQL中のwp-01&lt;br&gt;　・Tableはwp_mydb&lt;br&gt;　　フィールド定義は　id,theme,bunrui1,bunrui2,bunrui3,regday,author,&lt;br&gt;　　　　　　　　　　　overview,description,remark1,remark2,remark3,remark4&lt;br&gt;　（初期のDB&amp;Tableの作成はMySQL Adminにて実施）&lt;br&gt;?初期データの作成　　C:xampphtdocsWP_APPApp 中のMyDB_csvTosql.php&lt;br&gt;　・AccessデータをExcelにエクスポート　&rarr;　CSVに変換&lt;br&gt;　・CSV読み込みとMySQL Tableへのdata挿入プログラムはMyDB_add.php&lt;br&gt;　・文字列に含めない文字（エスケープ処理が必要な文字）&lt;br&gt;　　&yen;0    ASCII 0(NUL)文字　　&yen;&#039;    単一引用符 (&#039;)文字　　&yen;&quot;    二重引用符(&quot;)文字&lt;br&gt;　　&yen;b    バックスペース文字　&yen;n    改行文字(LF)　　　　　 &yen;r    復帰改行文字&lt;br&gt;    &yen;t    タブ文字            &yen;Z    ASCII 26 (Control-Z)  &yen;&yen;    &#039;&yen;&#039;文字そのもの&lt;br&gt;    &yen;%    &#039;%&#039; 文字            &yen;_    &#039;_&#039; 文字&lt;br&gt;　　関連１：SQL 文中で用いる文字列の特殊文字をエスケープする　に従い&lt;br&gt;　　　　　$query=mysqli_real_escape_string($qString);　$qString　&rarr;　$query　に変改してOK&lt;br&gt;　要注意:2018.11.01DBデータ初期化時にcheck不足で入力されたエスケープ文字でDB内部データと&lt;br&gt;　　　　表示文字(es(変数))とが違うことがあり、暫しの時間を費やす。&lt;br&gt;　　　関連４：文字列をエスケープ・アンエスケープ - addslashes()、stripslashes()&lt;br&gt;&lt;br&gt;?DBデータの出力（確認用）　C:xampphtdocsWP_APPApp 中のMyDB_show.php&lt;br&gt;今後の課題&lt;br&gt;?theme.bunrui1,bunrui2,bunrui3をドロップダウンリストとして選択しを&lt;br&gt;　Data_Baseレコードの追加・変更・削除によって動的に変化させる方法及び選択肢がない場合は&lt;br&gt;　そのフィールドに書き込むことが可能なようにする方法の確立&lt;br&gt;&lt;br&gt;?ドロップダウンリストで選択された項目に対してのSelect文（Query)を生成する方法の確立&lt;br&gt;&lt;br&gt;?レコードの追加、変更、削除の入力フォームと処理プログラムの作成&lt;br&gt;　及びQuery画面及びQueryリスト出力のプログラム作成&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;　　"
"57","プログラミング教室","Web開発","PHP&amp;MySQL","","2018-09-27","PHPによるMySQL操作","関連１：PHP MySQLデータベース&lt;br&gt;関連４：MySQLでデータベースを作成したり削除したりする基本的なSQL文&lt;br&gt;&lt;br&gt;関連２：MySQLデータベースを破棄(削除)する&lt;br&gt;&lt;br&gt;関連５：jQuery と PHP を使って Ajax で駆動する Web ページを作成する&lt;br&gt;&lt;br&gt;関連３：データベースに接続！PHPでMySQLを扱う方法【初心者向け】&lt;br&gt;&lt;br&gt;関連６：PHP Labo MySQLの基本的な操作"
"58","プログラミング教室","Web開発","PHP&amp;MySQL","","2018-09-25","PHPからcsvファイル／Excelファイルの読み込み","&lt;br&gt;関連１：なんちゃってウェブ系エンジニアの備忘録&lt;br&gt;　　　　PHPExcelを使ってExcelの中身を取得する&lt;br&gt;&lt;br&gt;関連４：PHPExcelの使い方・エクセル操作方法のまとめ&lt;br&gt;&lt;br&gt;関連２：MySQL -データベース操作に強くなる-&lt;br&gt;&lt;br&gt;関連５：CodeIgniter は PHP を使って Web サイトを構築する人向けの&lt;br&gt;　　　　アプリケーション 開発フレームワーク - ツールキット &lt;br&gt;　　　　データベースフォージクラス：データベースを管理するメソッドを 搭載しています。"
"60","プログラミング教室","Web開発","エディター","","2018-09-21","Webアプリに組込み可能なエディター","関連１：Webサイトにマークダウンエディタを組み込みたい。そうだ！「SimpleMDE」を使おう！&lt;br&gt;関連４：ブラウザで見たままテキスト編集ができる組み込み型HTML5エディタ&lt;br&gt;　　　　「AlohaEditor」 【@maskin】&lt;br&gt;&lt;br&gt;関連２：Yii TinyMCE textarea編集にjQuery版TinyMCEを組み込む&lt;br&gt;&lt;br&gt;関連５：TinyMCEを設置する----参考になりそう"
"61","プログラミング教室","Web開発","My_DB仕様","PHP","2018-09-20","Wordpressでコンボボックスなど","関連６：使いづらいフォームを劇的に改善！セレクトボックス系jQueryプラグイン13選　　　　各種の方法を入手可能？？&lt;br&gt;&lt;br&gt;&lt;br&gt;関連３：JavaScript入門 ＞ セレクトボックスの操作&lt;br&gt;　　　　この記事にある例題をWordpress下で実施ＯＫ。とりあえずこの方法で検討。&lt;br&gt;&lt;br&gt;&lt;br&gt;関連１：wordpressカスタムフィールドの設定手順（表示・取得）と、&lt;br&gt;　　　　プラグイン：「カスタムフィールドテンプレート」の使い方&lt;br&gt;&lt;br&gt;関連４：WordPress&gt;プラグイン&gt;ワードプレスのプラグインContact Form 7のドロップダウンメニューの&lt;br&gt;　　　　デフォルト値のカスタマイズ方法&lt;br&gt;&lt;br&gt;関連２：WordPress で jquery.ajax-combobox の選択肢が表示されないときの回避策&lt;br&gt;&lt;br&gt;&lt;br&gt;関連５：投稿のカテゴリーやタグをドロップダウンリスト（select）で表示する&lt;br&gt;&lt;br&gt;https://www.webprofessional.jp/13-jquery-selectboxdrop-down-plugins/"
"62","プログラミング教室","Wordpress","カスタマイズ","PHP","2018-09-16","ユーザ登録＆My_workのDB作成関連のカスタマイズ練習","2018.9.16作業着手?Login関連は　関連１：[WordCamp資料]WordPressでWebアプリケーションを作る方法～Croppy編～&lt;br&gt;　などを参考に検討予定&lt;br&gt;　・Social Connectを使用する方法は最新のwordpressには対応出来ない模様&lt;br&gt;　・フォロー、フォロアー項目の管理画面への追加テストはOK&lt;br&gt;&lt;br&gt;?DB関連では　関連２：自作テーブルの追加からデータ取得まで！WordPressで別Tableを使う方法　&lt;br&gt;　　　　　　　関連４：wpdb関数でWordPress上からデータベースを操作する　など参考予定&lt;br&gt; 　　　　　　　　　　（別記事：WordPressの投稿・固定ページでPHPを実行するには）&lt;br&gt;    2018.9.18　WP内及びWP外のテーブルからのSELECTがOK&lt;br&gt;&lt;?php&lt;br&gt;$db_user   = $wpdb-&gt;dbuser;	//データベース接続ユーザーの取得&lt;br&gt;$db_passwd = $wpdb-&gt;dbpassword;	//データベース接続用パスワードの取得&lt;br&gt;$db_host   = $wpdb-&gt;dbhost;	//データベースホストの取得&lt;br&gt;$db_name   = &quot;wp-products&quot;;	//使用するデータベース名&lt;br&gt;$other_wpdb = new wpdb($db_user, $db_passwd, $db_name, $db_host);&lt;br&gt;　　＊WP内の追加テーブルからの場合&lt;br&gt;global $wpdb;&lt;br&gt;foreach ($wpdb-&gt;tables as $key =&gt; $value) {&lt;br&gt;  echo &#039;[&#039; . $key . &#039;]&#039; . $value .&#039;  &#039;;　　}&lt;br&gt;$id=1;&lt;br&gt;$results = $wpdb-&gt;get_results( $wpdb-&gt;prepare(&#039;SELECT * FROM `wp_product` WHERE %d&#039;,$id));&lt;br&gt;echo count($results);&lt;br&gt;for($i = 0 ; $i &lt; count($results); $i++){&lt;br&gt;    echo $results[$i]-&gt;name;}&lt;br&gt;　　＊WP外に追加したDBとテーブルからの場合&lt;br&gt;$id=1;&lt;br&gt;$results = $other_wpdb-&gt;get_results( $other_wpdb-&gt;prepare(&#039;SELECT * FROM `wp_outer` WHERE %d&#039;,$id));&lt;br&gt;echo count($results);&lt;br&gt;for($i = 0 ; $i &lt; count($results); $i++){&lt;br&gt;    echo $results[$i]-&gt;name;}&lt;br&gt;?&gt;&lt;br&gt;?PHPコード（wordpress経由なし)でMySQLへアクセス　&larr;　2018.9.21成功&lt;br&gt;　　プログラム：c:xampphtdocsPHPMYSQLPart77-5Wp_dbtest_Rv01.phpとmysql2_new.php&lt;br&gt;　　注：オリジナルではDBファイルのOpenが出来ないので直接mysql_connectへアクセス"
"63","プログラミング教室","Wordpress","プラグイン","","2018-09-15","WordPressのプラグイン各種","関連１：WordPress初心者におすすめの超便利な機能別プラグイン60選&lt;br&gt;関連４：WordPressの優良プラグイン50選【ブログ運営を効率化できる】&lt;br&gt;&lt;br&gt;関連２：WordPress公式ページ・プラグイン（56,013個のプラグインで WordPress を拡張しましょう。）"
